algoritmo,tasa_error,bloque,tamano_mensaje,bits_enviados,bits_redundancia,overhead_pct,trama_alterada,hubo_error,se_corrigio,mensaje_correcto,falso_negativo
hamming,0.0,8,4,32,6,18.75,False,False,False,True,False
hamming,0.0,8,4,32,6,18.75,False,False,False,True,False
hamming,0.0,8,4,32,6,18.75,False,False,False,True,False
hamming,0.0,8,4,32,6,18.75,False,False,False,True,False
hamming,0.0,8,4,32,6,18.75,False,False,False,True,False
hamming,0.0,8,4,32,6,18.75,False,False,False,True,False
hamming,0.0,8,4,32,6,18.75,False,False,False,True,False
hamming,0.0,8,4,32,6,18.75,False,False,False,True,False
hamming,0.0,8,4,32,6,18.75,False,False,False,True,False
hamming,0.0,8,4,32,6,18.75,False,False,False,True,False
hamming,0.0,8,4,32,6,18.75,False,False,False,True,False
hamming,0.0,8,4,32,6,18.75,False,False,False,True,False
hamming,0.0,8,4,32,6,18.75,False,False,False,True,False
hamming,0.0,8,4,32,6,18.75,False,False,False,True,False
hamming,0.0,8,4,32,6,18.75,False,False,False,True,False
hamming,0.0,8,4,32,6,18.75,False,False,False,True,False
hamming,0.0,8,4,32,6,18.75,False,False,False,True,False
hamming,0.0,8,4,32,6,18.75,False,False,False,True,False
hamming,0.0,8,4,32,6,18.75,False,False,False,True,False
hamming,0.0,8,4,32,6,18.75,False,False,False,True,False
hamming,0.0,8,4,32,6,18.75,False,False,False,True,False
hamming,0.0,8,4,32,6,18.75,False,False,False,True,False
hamming,0.0,8,4,32,6,18.75,False,False,False,True,False
hamming,0.0,8,4,32,6,18.75,False,False,False,True,False
hamming,0.0,8,4,32,6,18.75,False,False,False,True,False
hamming,0.0,8,4,32,6,18.75,False,False,False,True,False
hamming,0.0,8,4,32,6,18.75,False,False,False,True,False
hamming,0.0,8,4,32,6,18.75,False,False,False,True,False
hamming,0.0,8,4,32,6,18.75,False,False,False,True,False
hamming,0.0,8,4,32,6,18.75,False,False,False,True,False
hamming,0.0,8,4,32,6,18.75,False,False,False,True,False
hamming,0.0,8,4,32,6,18.75,False,False,False,True,False
hamming,0.0,8,4,32,6,18.75,False,False,False,True,False
hamming,0.0,8,4,32,6,18.75,False,False,False,True,False
hamming,0.0,8,4,32,6,18.75,False,False,False,True,False
hamming,0.0,8,4,32,6,18.75,False,False,False,True,False
hamming,0.0,8,4,32,6,18.75,False,False,False,True,False
hamming,0.0,8,4,32,6,18.75,False,False,False,True,False
hamming,0.0,8,4,32,6,18.75,False,False,False,True,False
hamming,0.0,8,4,32,6,18.75,False,False,False,True,False
hamming,0.0,8,4,32,6,18.75,False,False,False,True,False
hamming,0.0,8,4,32,6,18.75,False,False,False,True,False
hamming,0.0,8,4,32,6,18.75,False,False,False,True,False
hamming,0.0,8,4,32,6,18.75,False,False,False,True,False
hamming,0.0,8,4,32,6,18.75,False,False,False,True,False
hamming,0.0,8,4,32,6,18.75,False,False,False,True,False
hamming,0.0,8,4,32,6,18.75,False,False,False,True,False
hamming,0.0,8,4,32,6,18.75,False,False,False,True,False
hamming,0.0,8,4,32,6,18.75,False,False,False,True,False
hamming,0.0,8,4,32,6,18.75,False,False,False,True,False
hamming,0.0,8,4,32,6,18.75,False,False,False,True,False
hamming,0.0,8,4,32,6,18.75,False,False,False,True,False
hamming,0.0,8,4,32,6,18.75,False,False,False,True,False
hamming,0.0,8,4,32,6,18.75,False,False,False,True,False
hamming,0.0,8,4,32,6,18.75,False,False,False,True,False
hamming,0.0,8,4,32,6,18.75,False,False,False,True,False
hamming,0.0,8,4,32,6,18.75,False,False,False,True,False
hamming,0.0,8,4,32,6,18.75,False,False,False,True,False
hamming,0.0,8,4,32,6,18.75,False,False,False,True,False
hamming,0.0,8,4,32,6,18.75,False,False,False,True,False
hamming,0.0,8,4,32,6,18.75,False,False,False,True,False
hamming,0.0,8,4,32,6,18.75,False,False,False,True,False
hamming,0.0,8,4,32,6,18.75,False,False,False,True,False
hamming,0.0,8,4,32,6,18.75,False,False,False,True,False
hamming,0.0,8,4,32,6,18.75,False,False,False,True,False
hamming,0.0,8,4,32,6,18.75,False,False,False,True,False
hamming,0.0,8,4,32,6,18.75,False,False,False,True,False
hamming,0.0,8,4,32,6,18.75,False,False,False,True,False
hamming,0.0,8,4,32,6,18.75,False,False,False,True,False
hamming,0.0,8,4,32,6,18.75,False,False,False,True,False
hamming,0.0,8,4,32,6,18.75,False,False,False,True,False
hamming,0.0,8,4,32,6,18.75,False,False,False,True,False
hamming,0.0,8,4,32,6,18.75,False,False,False,True,False
hamming,0.0,8,4,32,6,18.75,False,False,False,True,False
hamming,0.0,8,4,32,6,18.75,False,False,False,True,False
hamming,0.0,8,4,32,6,18.75,False,False,False,True,False
hamming,0.0,8,4,32,6,18.75,False,False,False,True,False
hamming,0.0,8,4,32,6,18.75,False,False,False,True,False
hamming,0.0,8,4,32,6,18.75,False,False,False,True,False
hamming,0.0,8,4,32,6,18.75,False,False,False,True,False
hamming,0.0,8,4,32,6,18.75,False,False,False,True,False
hamming,0.0,8,4,32,6,18.75,False,False,False,True,False
hamming,0.0,8,4,32,6,18.75,False,False,False,True,False
hamming,0.0,8,4,32,6,18.75,False,False,False,True,False
hamming,0.0,8,4,32,6,18.75,False,False,False,True,False
hamming,0.0,8,4,32,6,18.75,False,False,False,True,False
hamming,0.0,8,4,32,6,18.75,False,False,False,True,False
hamming,0.0,8,4,32,6,18.75,False,False,False,True,False
hamming,0.0,8,4,32,6,18.75,False,False,False,True,False
hamming,0.0,8,4,32,6,18.75,False,False,False,True,False
hamming,0.0,8,4,32,6,18.75,False,False,False,True,False
hamming,0.0,8,4,32,6,18.75,False,False,False,True,False
hamming,0.0,8,4,32,6,18.75,False,False,False,True,False
hamming,0.0,8,4,32,6,18.75,False,False,False,True,False
hamming,0.0,8,4,32,6,18.75,False,False,False,True,False
hamming,0.0,8,4,32,6,18.75,False,False,False,True,False
hamming,0.0,8,4,32,6,18.75,False,False,False,True,False
hamming,0.0,8,4,32,6,18.75,False,False,False,True,False
hamming,0.0,8,4,32,6,18.75,False,False,False,True,False
hamming,0.0,8,4,32,6,18.75,False,False,False,True,False
hamming,0.0,8,4,32,6,18.75,False,False,False,True,False
hamming,0.0,8,4,32,6,18.75,False,False,False,True,False
hamming,0.0,8,4,32,6,18.75,False,False,False,True,False
hamming,0.0,8,4,32,6,18.75,False,False,False,True,False
hamming,0.0,8,4,32,6,18.75,False,False,False,True,False
hamming,0.0,8,4,32,6,18.75,False,False,False,True,False
hamming,0.0,8,4,32,6,18.75,False,False,False,True,False
hamming,0.0,8,4,32,6,18.75,False,False,False,True,False
hamming,0.0,8,4,32,6,18.75,False,False,False,True,False
hamming,0.0,8,4,32,6,18.75,False,False,False,True,False
hamming,0.0,8,4,32,6,18.75,False,False,False,True,False
hamming,0.0,8,4,32,6,18.75,False,False,False,True,False
hamming,0.0,8,4,32,6,18.75,False,False,False,True,False
hamming,0.0,8,4,32,6,18.75,False,False,False,True,False
hamming,0.0,8,4,32,6,18.75,False,False,False,True,False
hamming,0.0,8,4,32,6,18.75,False,False,False,True,False
hamming,0.0,8,4,32,6,18.75,False,False,False,True,False
hamming,0.0,8,4,32,6,18.75,False,False,False,True,False
hamming,0.0,8,4,32,6,18.75,False,False,False,True,False
hamming,0.0,8,4,32,6,18.75,False,False,False,True,False
hamming,0.0,8,4,32,6,18.75,False,False,False,True,False
hamming,0.0,8,4,32,6,18.75,False,False,False,True,False
hamming,0.0,8,4,32,6,18.75,False,False,False,True,False
hamming,0.0,8,4,32,6,18.75,False,False,False,True,False
hamming,0.0,8,4,32,6,18.75,False,False,False,True,False
hamming,0.0,8,4,32,6,18.75,False,False,False,True,False
hamming,0.0,8,4,32,6,18.75,False,False,False,True,False
hamming,0.0,8,4,32,6,18.75,False,False,False,True,False
hamming,0.0,8,4,32,6,18.75,False,False,False,True,False
hamming,0.0,8,4,32,6,18.75,False,False,False,True,False
hamming,0.0,8,4,32,6,18.75,False,False,False,True,False
hamming,0.0,8,4,32,6,18.75,False,False,False,True,False
hamming,0.0,8,4,32,6,18.75,False,False,False,True,False
hamming,0.0,8,4,32,6,18.75,False,False,False,True,False
hamming,0.0,8,4,32,6,18.75,False,False,False,True,False
hamming,0.0,8,4,32,6,18.75,False,False,False,True,False
hamming,0.0,8,4,32,6,18.75,False,False,False,True,False
hamming,0.0,8,4,32,6,18.75,False,False,False,True,False
hamming,0.0,8,4,32,6,18.75,False,False,False,True,False
hamming,0.0,8,4,32,6,18.75,False,False,False,True,False
hamming,0.0,8,4,32,6,18.75,False,False,False,True,False
hamming,0.0,8,4,32,6,18.75,False,False,False,True,False
hamming,0.0,8,4,32,6,18.75,False,False,False,True,False
hamming,0.0,8,4,32,6,18.75,False,False,False,True,False
hamming,0.0,8,4,32,6,18.75,False,False,False,True,False
hamming,0.0,8,4,32,6,18.75,False,False,False,True,False
hamming,0.0,8,4,32,6,18.75,False,False,False,True,False
hamming,0.0,8,4,32,6,18.75,False,False,False,True,False
hamming,0.0,8,4,32,6,18.75,False,False,False,True,False
hamming,0.0,8,4,32,6,18.75,False,False,False,True,False
hamming,0.0,8,4,32,6,18.75,False,False,False,True,False
hamming,0.0,8,4,32,6,18.75,False,False,False,True,False
hamming,0.0,8,4,32,6,18.75,False,False,False,True,False
hamming,0.0,8,4,32,6,18.75,False,False,False,True,False
hamming,0.0,8,4,32,6,18.75,False,False,False,True,False
hamming,0.0,8,4,32,6,18.75,False,False,False,True,False
hamming,0.0,8,4,32,6,18.75,False,False,False,True,False
hamming,0.0,8,4,32,6,18.75,False,False,False,True,False
hamming,0.0,8,4,32,6,18.75,False,False,False,True,False
hamming,0.0,8,4,32,6,18.75,False,False,False,True,False
hamming,0.0,8,4,32,6,18.75,False,False,False,True,False
hamming,0.0,8,4,32,6,18.75,False,False,False,True,False
hamming,0.0,8,4,32,6,18.75,False,False,False,True,False
hamming,0.0,8,4,32,6,18.75,False,False,False,True,False
hamming,0.0,8,4,32,6,18.75,False,False,False,True,False
hamming,0.0,8,4,32,6,18.75,False,False,False,True,False
hamming,0.0,8,4,32,6,18.75,False,False,False,True,False
hamming,0.0,8,4,32,6,18.75,False,False,False,True,False
hamming,0.0,8,4,32,6,18.75,False,False,False,True,False
hamming,0.0,8,4,32,6,18.75,False,False,False,True,False
hamming,0.0,8,4,32,6,18.75,False,False,False,True,False
hamming,0.0,8,4,32,6,18.75,False,False,False,True,False
hamming,0.0,8,4,32,6,18.75,False,False,False,True,False
hamming,0.0,8,4,32,6,18.75,False,False,False,True,False
hamming,0.0,8,4,32,6,18.75,False,False,False,True,False
hamming,0.0,8,4,32,6,18.75,False,False,False,True,False
hamming,0.0,8,4,32,6,18.75,False,False,False,True,False
hamming,0.0,8,4,32,6,18.75,False,False,False,True,False
hamming,0.0,8,4,32,6,18.75,False,False,False,True,False
hamming,0.0,8,4,32,6,18.75,False,False,False,True,False
hamming,0.0,8,4,32,6,18.75,False,False,False,True,False
hamming,0.0,8,4,32,6,18.75,False,False,False,True,False
hamming,0.0,8,4,32,6,18.75,False,False,False,True,False
hamming,0.0,8,4,32,6,18.75,False,False,False,True,False
hamming,0.0,8,4,32,6,18.75,False,False,False,True,False
hamming,0.0,8,4,32,6,18.75,False,False,False,True,False
hamming,0.0,8,4,32,6,18.75,False,False,False,True,False
hamming,0.0,8,4,32,6,18.75,False,False,False,True,False
hamming,0.0,8,4,32,6,18.75,False,False,False,True,False
hamming,0.0,8,4,32,6,18.75,False,False,False,True,False
hamming,0.0,8,4,32,6,18.75,False,False,False,True,False
hamming,0.0,8,4,32,6,18.75,False,False,False,True,False
hamming,0.0,8,4,32,6,18.75,False,False,False,True,False
hamming,0.0,8,4,32,6,18.75,False,False,False,True,False
hamming,0.0,8,4,32,6,18.75,False,False,False,True,False
hamming,0.0,8,4,32,6,18.75,False,False,False,True,False
hamming,0.0,8,4,32,6,18.75,False,False,False,True,False
hamming,0.0,8,4,32,6,18.75,False,False,False,True,False
hamming,0.0,8,4,32,6,18.75,False,False,False,True,False
hamming,0.0,8,4,32,6,18.75,False,False,False,True,False
hamming,0.001,8,4,32,6,18.75,False,False,False,True,False
hamming,0.001,8,4,32,6,18.75,False,False,False,True,False
hamming,0.001,8,4,32,6,18.75,False,False,False,True,False
hamming,0.001,8,4,32,6,18.75,False,False,False,True,False
hamming,0.001,8,4,32,6,18.75,False,False,False,True,False
hamming,0.001,8,4,32,6,18.75,False,False,False,True,False
hamming,0.001,8,4,32,6,18.75,False,False,False,True,False
hamming,0.001,8,4,32,6,18.75,False,False,False,True,False
hamming,0.001,8,4,32,6,18.75,False,False,False,True,False
hamming,0.001,8,4,32,6,18.75,False,False,False,True,False
hamming,0.001,8,4,32,6,18.75,False,False,False,True,False
hamming,0.001,8,4,32,6,18.75,False,False,False,True,False
hamming,0.001,8,4,32,6,18.75,False,False,False,True,False
hamming,0.001,8,4,32,6,18.75,False,False,False,True,False
hamming,0.001,8,4,32,6,18.75,False,False,False,True,False
hamming,0.001,8,4,32,6,18.75,False,False,False,True,False
hamming,0.001,8,4,32,6,18.75,False,False,False,True,False
hamming,0.001,8,4,32,6,18.75,False,False,False,True,False
hamming,0.001,8,4,32,6,18.75,False,False,False,True,False
hamming,0.001,8,4,32,6,18.75,False,False,False,True,False
hamming,0.001,8,4,32,6,18.75,False,False,False,True,False
hamming,0.001,8,4,32,6,18.75,False,False,False,True,False
hamming,0.001,8,4,32,6,18.75,False,False,False,True,False
hamming,0.001,8,4,32,6,18.75,False,False,False,True,False
hamming,0.001,8,4,32,6,18.75,False,False,False,True,False
hamming,0.001,8,4,32,6,18.75,False,False,False,True,False
hamming,0.001,8,4,32,6,18.75,False,False,False,True,False
hamming,0.001,8,4,32,6,18.75,False,False,False,True,False
hamming,0.001,8,4,32,6,18.75,False,False,False,True,False
hamming,0.001,8,4,32,6,18.75,False,False,False,True,False
hamming,0.001,8,4,32,6,18.75,False,False,False,True,False
hamming,0.001,8,4,32,6,18.75,True,True,True,True,False
hamming,0.001,8,4,32,6,18.75,False,False,False,True,False
hamming,0.001,8,4,32,6,18.75,True,True,True,True,False
hamming,0.001,8,4,32,6,18.75,False,False,False,True,False
hamming,0.001,8,4,32,6,18.75,False,False,False,True,False
hamming,0.001,8,4,32,6,18.75,False,False,False,True,False
hamming,0.001,8,4,32,6,18.75,False,False,False,True,False
hamming,0.001,8,4,32,6,18.75,False,False,False,True,False
hamming,0.001,8,4,32,6,18.75,False,False,False,True,False
hamming,0.001,8,4,32,6,18.75,False,False,False,True,False
hamming,0.001,8,4,32,6,18.75,False,False,False,True,False
hamming,0.001,8,4,32,6,18.75,False,False,False,True,False
hamming,0.001,8,4,32,6,18.75,False,False,False,True,False
hamming,0.001,8,4,32,6,18.75,False,False,False,True,False
hamming,0.001,8,4,32,6,18.75,False,False,False,True,False
hamming,0.001,8,4,32,6,18.75,False,False,False,True,False
hamming,0.001,8,4,32,6,18.75,False,False,False,True,False
hamming,0.001,8,4,32,6,18.75,False,False,False,True,False
hamming,0.001,8,4,32,6,18.75,False,False,False,True,False
hamming,0.001,8,4,32,6,18.75,False,False,False,True,False
hamming,0.001,8,4,32,6,18.75,False,False,False,True,False
hamming,0.001,8,4,32,6,18.75,False,False,False,True,False
hamming,0.001,8,4,32,6,18.75,False,False,False,True,False
hamming,0.001,8,4,32,6,18.75,False,False,False,True,False
hamming,0.001,8,4,32,6,18.75,False,False,False,True,False
hamming,0.001,8,4,32,6,18.75,False,False,False,True,False
hamming,0.001,8,4,32,6,18.75,False,False,False,True,False
hamming,0.001,8,4,32,6,18.75,False,False,False,True,False
hamming,0.001,8,4,32,6,18.75,False,False,False,True,False
hamming,0.001,8,4,32,6,18.75,False,False,False,True,False
hamming,0.001,8,4,32,6,18.75,False,False,False,True,False
hamming,0.001,8,4,32,6,18.75,False,False,False,True,False
hamming,0.001,8,4,32,6,18.75,False,False,False,True,False
hamming,0.001,8,4,32,6,18.75,False,False,False,True,False
hamming,0.001,8,4,32,6,18.75,False,False,False,True,False
hamming,0.001,8,4,32,6,18.75,False,False,False,True,False
hamming,0.001,8,4,32,6,18.75,False,False,False,True,False
hamming,0.001,8,4,32,6,18.75,False,False,False,True,False
hamming,0.001,8,4,32,6,18.75,False,False,False,True,False
hamming,0.001,8,4,32,6,18.75,False,False,False,True,False
hamming,0.001,8,4,32,6,18.75,False,False,False,True,False
hamming,0.001,8,4,32,6,18.75,True,True,True,True,False
hamming,0.001,8,4,32,6,18.75,False,False,False,True,False
hamming,0.001,8,4,32,6,18.75,False,False,False,True,False
hamming,0.001,8,4,32,6,18.75,False,False,False,True,False
hamming,0.001,8,4,32,6,18.75,False,False,False,True,False
hamming,0.001,8,4,32,6,18.75,False,False,False,True,False
hamming,0.001,8,4,32,6,18.75,False,False,False,True,False
hamming,0.001,8,4,32,6,18.75,False,False,False,True,False
hamming,0.001,8,4,32,6,18.75,False,False,False,True,False
hamming,0.001,8,4,32,6,18.75,False,False,False,True,False
hamming,0.001,8,4,32,6,18.75,False,False,False,True,False
hamming,0.001,8,4,32,6,18.75,True,True,True,True,False
hamming,0.001,8,4,32,6,18.75,False,False,False,True,False
hamming,0.001,8,4,32,6,18.75,False,False,False,True,False
hamming,0.001,8,4,32,6,18.75,False,False,False,True,False
hamming,0.001,8,4,32,6,18.75,False,False,False,True,False
hamming,0.001,8,4,32,6,18.75,False,False,False,True,False
hamming,0.001,8,4,32,6,18.75,False,False,False,True,False
hamming,0.001,8,4,32,6,18.75,False,False,False,True,False
hamming,0.001,8,4,32,6,18.75,False,False,False,True,False
hamming,0.001,8,4,32,6,18.75,False,False,False,True,False
hamming,0.001,8,4,32,6,18.75,False,False,False,True,False
hamming,0.001,8,4,32,6,18.75,False,False,False,True,False
hamming,0.001,8,4,32,6,18.75,False,False,False,True,False
hamming,0.001,8,4,32,6,18.75,False,False,False,True,False
hamming,0.001,8,4,32,6,18.75,False,False,False,True,False
hamming,0.001,8,4,32,6,18.75,False,False,False,True,False
hamming,0.001,8,4,32,6,18.75,False,False,False,True,False
hamming,0.001,8,4,32,6,18.75,False,False,False,True,False
hamming,0.001,8,4,32,6,18.75,False,False,False,True,False
hamming,0.001,8,4,32,6,18.75,False,False,False,True,False
hamming,0.001,8,4,32,6,18.75,False,False,False,True,False
hamming,0.001,8,4,32,6,18.75,False,False,False,True,False
hamming,0.001,8,4,32,6,18.75,False,False,False,True,False
hamming,0.001,8,4,32,6,18.75,False,False,False,True,False
hamming,0.001,8,4,32,6,18.75,False,False,False,True,False
hamming,0.001,8,4,32,6,18.75,False,False,False,True,False
hamming,0.001,8,4,32,6,18.75,False,False,False,True,False
hamming,0.001,8,4,32,6,18.75,False,False,False,True,False
hamming,0.001,8,4,32,6,18.75,True,True,True,False,False
hamming,0.001,8,4,32,6,18.75,False,False,False,True,False
hamming,0.001,8,4,32,6,18.75,False,False,False,True,False
hamming,0.001,8,4,32,6,18.75,True,True,True,True,False
hamming,0.001,8,4,32,6,18.75,False,False,False,True,False
hamming,0.001,8,4,32,6,18.75,False,False,False,True,False
hamming,0.001,8,4,32,6,18.75,False,False,False,True,False
hamming,0.001,8,4,32,6,18.75,False,False,False,True,False
hamming,0.001,8,4,32,6,18.75,False,False,False,True,False
hamming,0.001,8,4,32,6,18.75,False,False,False,True,False
hamming,0.001,8,4,32,6,18.75,False,False,False,True,False
hamming,0.001,8,4,32,6,18.75,False,False,False,True,False
hamming,0.001,8,4,32,6,18.75,False,False,False,True,False
hamming,0.001,8,4,32,6,18.75,False,False,False,True,False
hamming,0.001,8,4,32,6,18.75,False,False,False,True,False
hamming,0.001,8,4,32,6,18.75,False,False,False,True,False
hamming,0.001,8,4,32,6,18.75,False,False,False,True,False
hamming,0.001,8,4,32,6,18.75,True,True,True,True,False
hamming,0.001,8,4,32,6,18.75,False,False,False,True,False
hamming,0.001,8,4,32,6,18.75,False,False,False,True,False
hamming,0.001,8,4,32,6,18.75,False,False,False,True,False
hamming,0.001,8,4,32,6,18.75,False,False,False,True,False
hamming,0.001,8,4,32,6,18.75,False,False,False,True,False
hamming,0.001,8,4,32,6,18.75,False,False,False,True,False
hamming,0.001,8,4,32,6,18.75,False,False,False,True,False
hamming,0.001,8,4,32,6,18.75,False,False,False,True,False
hamming,0.001,8,4,32,6,18.75,False,False,False,True,False
hamming,0.001,8,4,32,6,18.75,False,False,False,True,False
hamming,0.001,8,4,32,6,18.75,False,False,False,True,False
hamming,0.001,8,4,32,6,18.75,False,False,False,True,False
hamming,0.001,8,4,32,6,18.75,False,False,False,True,False
hamming,0.001,8,4,32,6,18.75,False,False,False,True,False
hamming,0.001,8,4,32,6,18.75,False,False,False,True,False
hamming,0.001,8,4,32,6,18.75,True,True,True,True,False
hamming,0.001,8,4,32,6,18.75,False,False,False,True,False
hamming,0.001,8,4,32,6,18.75,False,False,False,True,False
hamming,0.001,8,4,32,6,18.75,False,False,False,True,False
hamming,0.001,8,4,32,6,18.75,False,False,False,True,False
hamming,0.001,8,4,32,6,18.75,False,False,False,True,False
hamming,0.001,8,4,32,6,18.75,False,False,False,True,False
hamming,0.001,8,4,32,6,18.75,False,False,False,True,False
hamming,0.001,8,4,32,6,18.75,False,False,False,True,False
hamming,0.001,8,4,32,6,18.75,False,False,False,True,False
hamming,0.001,8,4,32,6,18.75,False,False,False,True,False
hamming,0.001,8,4,32,6,18.75,False,False,False,True,False
hamming,0.001,8,4,32,6,18.75,False,False,False,True,False
hamming,0.001,8,4,32,6,18.75,False,False,False,True,False
hamming,0.001,8,4,32,6,18.75,True,True,True,True,False
hamming,0.001,8,4,32,6,18.75,False,False,False,True,False
hamming,0.001,8,4,32,6,18.75,False,False,False,True,False
hamming,0.001,8,4,32,6,18.75,False,False,False,True,False
hamming,0.001,8,4,32,6,18.75,False,False,False,True,False
hamming,0.001,8,4,32,6,18.75,False,False,False,True,False
hamming,0.001,8,4,32,6,18.75,False,False,False,True,False
hamming,0.001,8,4,32,6,18.75,False,False,False,True,False
hamming,0.001,8,4,32,6,18.75,False,False,False,True,False
hamming,0.001,8,4,32,6,18.75,False,False,False,True,False
hamming,0.001,8,4,32,6,18.75,False,False,False,True,False
hamming,0.001,8,4,32,6,18.75,False,False,False,True,False
hamming,0.001,8,4,32,6,18.75,False,False,False,True,False
hamming,0.001,8,4,32,6,18.75,False,False,False,True,False
hamming,0.001,8,4,32,6,18.75,False,False,False,True,False
hamming,0.001,8,4,32,6,18.75,False,False,False,True,False
hamming,0.001,8,4,32,6,18.75,False,False,False,True,False
hamming,0.001,8,4,32,6,18.75,False,False,False,True,False
hamming,0.001,8,4,32,6,18.75,False,False,False,True,False
hamming,0.001,8,4,32,6,18.75,False,False,False,True,False
hamming,0.001,8,4,32,6,18.75,False,False,False,True,False
hamming,0.001,8,4,32,6,18.75,False,False,False,True,False
hamming,0.001,8,4,32,6,18.75,False,False,False,True,False
hamming,0.001,8,4,32,6,18.75,False,False,False,True,False
hamming,0.001,8,4,32,6,18.75,False,False,False,True,False
hamming,0.001,8,4,32,6,18.75,False,False,False,True,False
hamming,0.001,8,4,32,6,18.75,False,False,False,True,False
hamming,0.001,8,4,32,6,18.75,False,False,False,True,False
hamming,0.001,8,4,32,6,18.75,False,False,False,True,False
hamming,0.001,8,4,32,6,18.75,False,False,False,True,False
hamming,0.001,8,4,32,6,18.75,False,False,False,True,False
hamming,0.001,8,4,32,6,18.75,False,False,False,True,False
hamming,0.001,8,4,32,6,18.75,False,False,False,True,False
hamming,0.001,8,4,32,6,18.75,False,False,False,True,False
hamming,0.001,8,4,32,6,18.75,False,False,False,True,False
hamming,0.001,8,4,32,6,18.75,False,False,False,True,False
hamming,0.001,8,4,32,6,18.75,False,False,False,True,False
hamming,0.001,8,4,32,6,18.75,False,False,False,True,False
hamming,0.001,8,4,32,6,18.75,False,False,False,True,False
hamming,0.001,8,4,32,6,18.75,False,False,False,True,False
hamming,0.001,8,4,32,6,18.75,False,False,False,True,False
hamming,0.001,8,4,32,6,18.75,False,False,False,True,False
hamming,0.005,8,4,32,6,18.75,False,False,False,True,False
hamming,0.005,8,4,32,6,18.75,False,False,False,True,False
hamming,0.005,8,4,32,6,18.75,False,False,False,True,False
hamming,0.005,8,4,32,6,18.75,False,False,False,True,False
hamming,0.005,8,4,32,6,18.75,True,True,True,True,False
hamming,0.005,8,4,32,6,18.75,True,True,True,True,False
hamming,0.005,8,4,32,6,18.75,True,True,True,True,False
hamming,0.005,8,4,32,6,18.75,False,False,False,True,False
hamming,0.005,8,4,32,6,18.75,True,True,True,True,False
hamming,0.005,8,4,32,6,18.75,False,False,False,True,False
hamming,0.005,8,4,32,6,18.75,False,False,False,True,False
hamming,0.005,8,4,32,6,18.75,False,False,False,True,False
hamming,0.005,8,4,32,6,18.75,False,False,False,True,False
hamming,0.005,8,4,32,6,18.75,False,False,False,True,False
hamming,0.005,8,4,32,6,18.75,False,False,False,True,False
hamming,0.005,8,4,32,6,18.75,False,False,False,True,False
hamming,0.005,8,4,32,6,18.75,False,False,False,True,False
hamming,0.005,8,4,32,6,18.75,False,False,False,True,False
hamming,0.005,8,4,32,6,18.75,True,True,True,True,False
hamming,0.005,8,4,32,6,18.75,False,False,False,True,False
hamming,0.005,8,4,32,6,18.75,False,False,False,True,False
hamming,0.005,8,4,32,6,18.75,False,False,False,True,False
hamming,0.005,8,4,32,6,18.75,True,True,True,True,False
hamming,0.005,8,4,32,6,18.75,False,False,False,True,False
hamming,0.005,8,4,32,6,18.75,False,False,False,True,False
hamming,0.005,8,4,32,6,18.75,False,False,False,True,False
hamming,0.005,8,4,32,6,18.75,False,False,False,True,False
hamming,0.005,8,4,32,6,18.75,False,False,False,True,False
hamming,0.005,8,4,32,6,18.75,False,False,False,True,False
hamming,0.005,8,4,32,6,18.75,False,False,False,True,False
hamming,0.005,8,4,32,6,18.75,False,False,False,True,False
hamming,0.005,8,4,32,6,18.75,False,False,False,True,False
hamming,0.005,8,4,32,6,18.75,False,False,False,True,False
hamming,0.005,8,4,32,6,18.75,True,True,True,True,False
hamming,0.005,8,4,32,6,18.75,False,False,False,True,False
hamming,0.005,8,4,32,6,18.75,True,True,True,True,False
hamming,0.005,8,4,32,6,18.75,False,False,False,True,False
hamming,0.005,8,4,32,6,18.75,True,True,True,False,False
hamming,0.005,8,4,32,6,18.75,False,False,False,True,False
hamming,0.005,8,4,32,6,18.75,False,False,False,True,False
hamming,0.005,8,4,32,6,18.75,False,False,False,True,False
hamming,0.005,8,4,32,6,18.75,False,False,False,True,False
hamming,0.005,8,4,32,6,18.75,True,True,True,True,False
hamming,0.005,8,4,32,6,18.75,False,False,False,True,False
hamming,0.005,8,4,32,6,18.75,False,False,False,True,False
hamming,0.005,8,4,32,6,18.75,False,False,False,True,False
hamming,0.005,8,4,32,6,18.75,False,False,False,True,False
hamming,0.005,8,4,32,6,18.75,False,False,False,True,False
hamming,0.005,8,4,32,6,18.75,False,False,False,True,False
hamming,0.005,8,4,32,6,18.75,False,False,False,True,False
hamming,0.005,8,4,32,6,18.75,False,False,False,True,False
hamming,0.005,8,4,32,6,18.75,False,False,False,True,False
hamming,0.005,8,4,32,6,18.75,True,True,True,True,False
hamming,0.005,8,4,32,6,18.75,True,True,True,True,False
hamming,0.005,8,4,32,6,18.75,False,False,False,True,False
hamming,0.005,8,4,32,6,18.75,False,False,False,True,False
hamming,0.005,8,4,32,6,18.75,False,False,False,True,False
hamming,0.005,8,4,32,6,18.75,False,False,False,True,False
hamming,0.005,8,4,32,6,18.75,False,False,False,True,False
hamming,0.005,8,4,32,6,18.75,False,False,False,True,False
hamming,0.005,8,4,32,6,18.75,False,False,False,True,False
hamming,0.005,8,4,32,6,18.75,True,True,True,True,False
hamming,0.005,8,4,32,6,18.75,False,False,False,True,False
